text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
you’re welcome pic.twitter.com/H9vTzv0pj9,welcome pic twitter com H vTzv pj,0,7,0,1,2,0,0,0,0,2, welcome pic twitter com H Vt pk
Oooooooooohhhhh sis my heart,Oooooooooohhhhh sis heart,0,3,0,0,4,1,0,0,0,0,  sis heart
"Dare you to find the goat versions. Thank you @americanair , @inkglobal + @JeffLipsky pic.twitter.com/94pwIo7gyk",Dare find goat versions Thank pic twitter com pwIo gyk,0,13,0,1,14,1,0,0,0,7, Dare find goat versions Thank pic twitter com polio gym
"Thank You @americanair . It’s an honor. See you in the sky, Friends. https:// americanwaymagazine.com/tessa-thompson -her-wild-frontiers … pic.twitter.com/h4bahY8vut",Thank You It honor See sky Friends https americanwaymagazine com tessa thompson wild frontiers pic twitter com h bahY vut,0,19,0,1,17,1,0,0,0,11, Thank You It honor See sky Friends HTTP Americanization com Tessa Thompson wild frontiers pic twitter com h bah Y cut
"#TravelTuesday In just one month, @AmericanAir launches non-stop service between #PHLairport and #Prague and PHL and #Budapest Flights begin May 4 pic.twitter.com/Uvgq20jJgs",TravelTuesday In one month launches non stop service PHLairport Prague PHL Budapest Flights begin May pic twitter com Uvgq jJgs,1,20,0,0,22,1,0,0,4,8, Travel Tuesday In one month launches non stop service Airport Prague FL Budapest Flights begin May pic twitter com UV jigs
My wheels on the air @AmericanAir takes me to meet @Kia wheels on the ground ! #TheNewKia #KiaPartner pic.twitter.com/Ibifs7KXma,My wheels air takes meet wheels ground TheNewKia KiaPartner pic twitter com Ibifs KXma,0,15,0,0,19,1,0,0,2,6, My wheels air takes meet wheels ground Athenian Partner pic twitter com Ibis Kama
"Thank you @AmericanAir for hiring Clarissa Lee in Memphis!! Awesome supervisor!!! She went out of her way to correct something that the other agents dismissed. As an Executive Platinum, Million Miler flier I thank you!",Thank hiring Clarissa Lee Memphis Awesome supervisor She went way correct something agents dismissed As Executive Platinum Million Miler flier I thank,0,20,0,4,31,1,0,0,0,6, Thank hiring Clarissa Lee Memphis Awesome supervisor She went way correct something agents dismissed As Executive Platinum Million Miler flier I thank
"if dom doesn’t fly american, i don’t fly american.",dom fly american fly american,0,5,0,0,9,0,0,0,0,4, mod fly American fly American
Fresh fruit gets mobile when you @fly2ohare with @Americanair ! #HealthySnacking #NationalNutritionMonth pic.twitter.com/GVj7mRp7LD,Fresh fruit gets mobile HealthySnacking NationalNutritionMonth pic twitter com GVj mRp LD,1,15,0,1,12,1,0,0,2,6, Fresh fruit gets mobile Healthy Snacking Internationalization pic twitter com VJ mp LS
Long haul... An @AmericanAir 787 lifting off from Sydney for the long journey home. https://www. jetphotos.com/photo/8899517 © Morris Biondi pic.twitter.com/3sDjgo7PIT,Long haul An lifting Sydney long journey home https www jetphotos com photo Morris Biondi pic twitter com sDjgo PIT,1,20,0,0,20,1,0,0,0,7, Long haul An lifting Sydney long journey home HTTP WWW jet photos com photo Morris Dion pic twitter com  PIT
"""Somethings just not right here. This doesn't make any sense at all. The record locator for this bag doesn’t even exist in our system” - @AmericanAir baggage service.",Somethings right This make sense The record locator bag even exist system baggage service,0,13,0,1,27,1,0,0,0,9, Somethings right This make sense The record locator bag even exist system baggage service
Approaching Cancun on a five-year-old @AmericanAir 737-800. pic.twitter.com/zungtUZwid,Approaching Cancun five year old pic twitter com zungtUZwid,0,10,0,0,8,1,0,0,0,4, Approaching Cancun five year old pic twitter com Dzungaria
"3 hour flight from Houston to Philly with no A/C should be interesting with 4 kids. Not even notified until the heat was on full blast. “Oh yea our A/C is broke, sorry” @AmericanAir",hour flight Houston Philly A C interesting kids Not even notified heat full blast Oh yea A C broke sorry,0,18,0,1,33,1,0,0,0,8, hour flight Houston Philly A C interesting kids Not even notified heat full blast Oh yea A C broke sorry
NEW VIDEO: Approaching a rather stormy @PHLAirport on board an @AmericanAir Airbus A330-200! Above the clouds we were treated to some excellent cloud formations and a beautiful sunset #Avgeek Click to watch: https://www. youtube.com/watch?v=E2Bd_J EWImY … pic.twitter.com/44RXYu24JA,NEW VIDEO Approaching rather stormy board Airbus A Above clouds treated excellent cloud formations beautiful sunset Avgeek Click watch https www youtube com watch v E Bd J EWImY pic twitter com RXYu JA,3,34,2,2,33,1,0,0,1,10, NEW VIDEO Approaching rather stormy board Airbus A Above clouds treated excellent cloud formations beautiful sunset Av geek Click watch HTTP WWW you tube com watch v E DB J Wimsey pic twitter com Ryukyu HA
"How to Turn #SocialMedia Customer Service into a Marketing Strategy https:// buff.ly/2IiMO3N If a customer starts on Twitter, stay on Twitter. The only channel to consider switching to the is the phone. s/o @AmericanAir https:// buff.ly/2IiMO3N pic.twitter.com/zVgn5RKIAL",How Turn SocialMedia Customer Service Marketing Strategy https buff ly IiMO N If customer starts Twitter stay Twitter The channel consider switching phone https buff ly IiMO N pic twitter com zVgn RKIAL,1,31,0,0,37,1,0,0,1,11, How Turn Social Media Customer Service Marketing Strategy HTTP buff l Ii Mo N If customer starts Twitter stay Twitter The channel consider switching phone HTTP buff l Ii Mo N pic twitter com zing RIAL
I will be scripting my canceled flights for this year’s #Masters . This is #Monday courtesy of @AmericanAir . pic.twitter.com/9hzJoKjHoM – at Shannon's Burger Barn,I scripting canceled flights year Masters This Monday courtesy pic twitter com hzJoKjHoM Shannon Burger Barn,0,15,0,0,25,1,0,0,2,9, I scripting canceled flights year Masters This Monday courtesy pic twitter com  Shannon Burger Barn
"If it has a non-removable lithium ion battery in it then you cannot bring it on @AmericanAir , @Delta or @AlaskaAir — so many just stick to walking. https:// twitter.com/mashable/statu s/980808822305341440 …",If non removable lithium ion battery cannot bring many stick walking https twitter com mashable statu,0,18,0,0,32,1,0,0,0,11, If non removable lithium ion battery cannot bring many stick walking HTTP twitter com washable stat
Told at check in that the rules have changed and a stroller we’ve traveled with 20 times now must be checked. Not cool @AmericanAir . How about an email? How about Sheena at the priority desk treating us kindly or being helpful instead of dropping f-bombs?,Told check rules changed stroller traveled times must checked Not cool How email How Sheena priority desk treating us kindly helpful instead dropping f bombs,0,23,0,3,43,1,0,0,0,6, Told check rules changed stroller traveled times must checked Not cool How email How Sheena priority desk treating us kindly helpful instead dropping f bombs
"In what has to be a new record, @AmericanAir has managed to screw up a whole vacation only 15 minutes into it. Kudos, truly above and beyond.",In new record managed screw whole vacation minutes Kudos truly beyond,0,11,0,0,27,1,0,0,0,5, In new record managed screw whole vacation minutes Kudos truly beyond
"Cairo, Egypt to Charlotte, North Carolina for only $520 USD roundtrip with @AmericanAir & @British_Airways . http://www. secretflying.com/posts/cairo-eg ypt-charlotte-north-carolina-519-usd-roundtrip/ … pic.twitter.com/KtEUt0ObAi",Cairo Egypt Charlotte North Carolina USD roundtrip http www secretflying com posts cairo eg ypt charlotte north carolina usd roundtrip pic twitter com KtEUt ObAi,1,28,0,0,21,1,0,0,0,12, Cairo Egypt Charlotte North Carolina US round trip HTTP WWW secret flying com posts Cairo eh pt Charlotte north Carolina us round trip pic twitter com Teuton Obi
Cue the free flights lol,Cue free flights lol,0,4,0,1,4,1,0,0,0,0, Cue free flights lo
I’m about to stop using @AmericanAir . Flights always delayed,I stop using Flights always delayed,0,6,1,0,9,1,0,0,0,3, I stop using Flights always delayed
"Are you flying @AmericanAir this month? Look for my feature about Mexico's #ValledeGuadalupe , which is in the back seat pocket beginning today! https:// americanwaymagazine.com/coming-home-me xicos-wine-region …",Are flying month Look feature Mexico ValledeGuadalupe back seat pocket beginning today https americanwaymagazine com coming home xicos wine region,0,20,0,0,27,1,0,0,1,10, Are flying month Look feature Mexico Guadalupe back seat pocket beginning today HTTP Americanization com coming home xi cos wine region
"Pre-Easter #Boston travelers get a VERY early start on the holiday travel, just after sunrise yesterday morning (March 31) @BostonLogan , as the moon gets ready to call it a night. @Massport @AmericanAir @Delta #AvGeek pic.twitter.com/q3nZDFJm7f",Pre Easter Boston travelers get VERY early start holiday travel sunrise yesterday morning March moon gets ready call night AvGeek pic twitter com q nZDFJm f,1,29,0,1,35,1,0,0,2,13, Pr Easter Boston travelers get VERY early start holiday travel sunrise yesterday morning March moon gets ready call night Av Geek pic twitter com q  f
My favourite airport view @Qantas lounge Sydney - salt and pepper squid and a glass of @TaittingerNG It's @British_Airways for the trip back - they will have to go some to beat the comfort and service of @AmericanAir AA73 (787) on the way over pic.twitter.com/qhQCyopPEI,My favourite airport view lounge Sydney salt pepper squid glass It trip back go beat comfort service AA way pic twitter com qhQCyopPEI,1,26,0,1,44,1,0,0,0,9, My favorite airport view lounge Sydney salt pepper squid glass It trip back go beat comfort service AA way pic twitter com 
Just watched an entire episode of bobs burgers while being on hold with @AmericanAir . Wonder if the lady accidentally went to Narnia to try and find my bag and now can’t find her wait out. GO BACK TO THE LAMP POST SUSAN!,Just watched entire episode bobs burgers hold Wonder lady accidentally went Narnia try find bag find wait GO BACK TO THE LAMP POST SUSAN,7,22,0,1,42,1,0,0,0,5, Just watched entire episode bobs burgers hold Wonder lady accidentally went Narnia try find bag find wait GO BACK TO THE LAMP POST SUSAN
"I complained earlier, so now I’m going to spread the good news!! All the passengers are clapping because @AmericanAir has managed to get a plane to our gate! We are all thankful to be going home tonight!!",I complained earlier I going spread good news All passengers clapping managed get plane gate We thankful going home tonight,0,17,1,2,34,1,0,0,0,6, I complained earlier I going spread good news All passengers clapping managed get plane gate We thankful going home tonight
New York to the US Virgin Islands for only $263 roundtrip with @AmericanAir . http://www. secretflying.com/posts/summer-n ew-york-to-the-us-virgin-islands-for-only-304-roundtrip/ … pic.twitter.com/DH0J8Hwqne,New York US Virgin Islands roundtrip http www secretflying com posts summer n ew york us virgin islands roundtrip pic twitter com DH J Hwqne,2,26,0,0,19,1,0,0,0,8, New York US Virgin Islands round trip HTTP WWW secret flying com posts summer n o York us virgin islands round trip pic twitter com DH J 
This big beautiful @AmericanAir @BoeingAirplanes 777-300ER is taking me to Brazil tonight! Looking forward to my first Equatorial crossing. pic.twitter.com/4KOax30l9u,This big beautiful ER taking Brazil tonight Looking forward first Equatorial crossing pic twitter com KOax l u,1,19,0,1,19,1,0,0,0,6, This big beautiful ER taking Brazil tonight Looking forward first Equatorial crossing pic twitter com KO ax l u
Thank you @AmericanAir for taking such good care of my dog Tobby and I You’re his favorite airline. Truly appreciate how kind your flight crew is to his lil flooofy face.,Thank taking good care dog Tobby I You favorite airline Truly appreciate kind flight crew lil flooofy face,0,17,0,4,27,1,0,0,0,4, Thank taking good care dog Toby I You favorite airline Truly appreciate kind flight crew ill floozy face
"April fools wrecked me hard today stuck in a layover for the nxt 8hrs missing an entire day of our trip due to this flight delay thanks @AmericanAir , now my video got demonetized for some reason let me know if it hits your sub boxes https:// youtu.be/FWk40FyIai0 pic.twitter.com/4RGrjM6SdY",April fools wrecked hard today stuck layover nxt hrs missing entire day trip due flight delay thanks video got demonetized reason let know hits sub boxes https youtu FWk FyIai pic twitter com RGrjM SdY,0,36,3,0,46,1,0,0,0,5, April fools wrecked hard today stuck layover next hrs missing entire day trip due flight delay thanks video got demonetized reason let know hits sub boxes HTTP youth F Wk FYI pic twitter com Margret Tidy
